Knmp;Voorraad;Department;Location;Artikelnaam;Hpkode;Artikelcode;Hpkode;Status;;;;Knmp,Voorraad,Department,Location,Artikelnaam,Hpkode,Artikelcode,Hpkode,Status,,
14624877;0;"APOTHEE	K";  PROD UCT IE ITEMS  REK 2; ALCOHOL 70%                                   BUFA ;193307;;1033301;;;;;"14624877,0,""APOTHEE	K"",  PROD UCT IE ITEMS  REK 2, ALCOHOL 70%                                   BUFA ,193307,,1033301,,,"
90001752;0;APOTHEEK ; PRODUCT IE ITEMS  ONDER TAFEL; ALCOHOL 96% GEDENATUREERD (UITWENDIG) ;300089;;1033328;;;;;90001752,0,APOTHEEK , PRODUCT IE ITEMS  ONDER TAFEL, ALCOHOL 96% GEDENATUREERD (UITWENDIG) ,300089,,1033328,,,
90001751;0;APOTHEEK ; PRODUCTIE ITEMS  REK 2   ; ALCOHOL 96% INWENDIG ;304217;;1033328;;;;;90001751,0,APOTHEEK , PRODUCTIE ITEMS  REK 2   , ALCOHOL 96% INWENDIG ,304217,,1033328,,,
15203921;18;APOTHEEK ; A T/M C   ; ALENDRONINEZUUR 70MG TABL. ;182387;;1830074;;;;;15203921,18,APOTHEEK , A T/M C   , ALENDRONINEZUUR 70MG TABL. ,182387,,1830074,,,
14695324;250;APOTHEEK ; A T/M C   ; ALLOPURINOL 100MG TABL. ;516;;1087711;;;;;14695324,250,APOTHEEK , A T/M C   , ALLOPURINOL 100MG TABL. ,516,,1087711,,,
14695146;106;APOTHEEK;  A T/M C   ; ALLOPURINOL 300MG TABL. ;517;;1042947;;;;;14695146,106,APOTHEEK,  A T/M C   , ALLOPURINOL 300MG TABL. ,517,,1042947,,,
90004708;765;APOTHEEK ; WER KBANK + BAL I; ALUMINIUM/MAGNESIUM HYDROXIDE 250MG/250MG ;Bali;;1148176;;;;;90004708,765,APOTHEEK , WER KBANK + BAL I, ALUMINIUM/MAGNESIUM HYDROXIDE 250MG/250MG ,Bali,,1148176,,,
90000497;-20;APOTHEEK;  WERKBANK ; ALUMINIUMHYDR. 500MG TABL. ;Niet gevonden;;1148176;;;;;90000497,-20,APOTHEEK,  WERKBANK , ALUMINIUMHYDR. 500MG TABL. ,Niet gevonden,,1148176,,,
13746111;8080.00;APOTHEEK;  INWENDIG E DRANKE N ; ALUMINIUMOXIDE/MAGNESIUMHYDROXIDE ;62690;;770760;;;;;13746111,8080.00,APOTHEEK,  INWENDIG E DRANKE N , ALUMINIUMOXIDE/MAGNESIUMHYDROXIDE ,62690,,770760,,,
13128108;12;APOTHEEK ; INFUUSVLOEIST OFFEN  ; AMINOPLASMAL 10%  INF.VL. 500ML ;384037;;584827;;;;;13128108,12,APOTHEEK , INFUUSVLOEIST OFFEN  , AMINOPLASMAL 10%  INF.VL. 500ML ,384037,,584827,,,
14271346;104;APOTHEEK ; A T/M C   ; AMIODARON HCL 200MG TABL. ;649;;1166077;;;;;14271346,104,APOTHEEK , A T/M C   , AMIODARON HCL 200MG TABL. ,649,,1166077,,,
15307972;550;"APOTH	EEK";  PR ODU CTIE ITEMS  REK 2; AMMONIA 10%                                  ORPHI ;60911;;1902644;;;;;"15307972,550,""APOTH	EEK"",  PR ODU CTIE ITEMS  REK 2, AMMONIA 10%                                  ORPHI ,60911,,1902644,,,"
90001393;0;APOTHEEK;  PRODUCTIE ITEMS  REK 2   ; AMMONIA 25% ;62307;;246875;;;;;90001393,0,APOTHEEK,  PRODUCTIE ITEMS  REK 2   , AMMONIA 25% ,62307,,246875,,,
14297779;200;APOTHEEK ; A T/M C   ; AMOXI/CLAV 500/125MG TABL ;61718;;1181645;;;;;14297779,200,APOTHEEK , A T/M C   , AMOXI/CLAV 500/125MG TABL ,61718,,1181645,,,
14002426;1200.00;APOTHEEK ; INWEND IGE DRAN KEN ; AMOXICILLINE 125MG/5ML PDR V SUSP ;157389;;1009559;;;;;14002426,1200.00,APOTHEEK , INWEND IGE DRAN KEN , AMOXICILLINE 125MG/5ML PDR V SUSP ,157389,,1009559,,,
14038862;481;APOTHEEK ; A T/M C   ; AMOXICILLINE 250MG CAPS. ;Niet gevonden;;1029576;;;;;14038862,481,APOTHEEK , A T/M C   , AMOXICILLINE 250MG CAPS. ,Niet gevonden,,1029576,,,
14002434;2302.00;APOTHEEK ; INWEND IGE DRAN KEN ; AMOXICILLINE 250MG/5ML PDR V SUSP ;157390;;1009567;;;;;14002434,2302.00,APOTHEEK , INWEND IGE DRAN KEN , AMOXICILLINE 250MG/5ML PDR V SUSP ,157390,,1009567,,,
14002418;431;APOTHEEK;  WERKBANK + BALI   ; AMOXICILLINE 500MG CAPS. ;34750;;1009540;;;;;14002418,431,APOTHEEK,  WERKBANK + BALI   , AMOXICILLINE 500MG CAPS. ,34750,,1009540,,,
90004564;66;APOTHEEK  ;BALI  REK 1   ; ANAK SEHAT ORANGE ;Bali;;861677;;;;;90004564,66,APOTHEEK  ,BALI  REK 1   , ANAK SEHAT ORANGE ,Bali,,861677,,,
90004565;11;APOTHEEK ; BALI  REK 1   ; ANAK SEHAT STRAWBERRY ;Bali;;861677;;;;;90004565,11,APOTHEEK , BALI  REK 1   , ANAK SEHAT STRAWBERRY ,Bali,,861677,,,
90000483;99;APOTHEEK ; ZETPILLEN;ANUSOL;;;1035940;;;;;90000483,99,APOTHEEK , ZETPILLEN,ANUSOL,,,1035940,,,
90001884;0;APOTHEEK;  AMPULLENKAST   ; ARTESUNAAT 60MG AMPUL ;231920;;1443593;;;;;90001884,0,APOTHEEK,  AMPULLENKAST   , ARTESUNAAT 60MG AMPUL ,231920,,1443593,,,
14070944;2529.00;APOTHEEK;  WERKBANK + BALI   ; ASCORBINEZUUR 500MG TABL. ;60832;;1045849;;;;;14070944,2529.00,APOTHEEK,  WERKBANK + BALI   , ASCORBINEZUUR 500MG TABL. ,60832,,1045849,,,
13903373;1075.00;APOTHEEK ; WERKBANK + BALI   ; ASCORBINEZUUR 50MG TABL. ;60805;;840319;;;;;13903373,1075.00,APOTHEEK , WERKBANK + BALI   , ASCORBINEZUUR 50MG TABL. ,60805,,840319,,,
14620391;1634.00;APOTHEEK ; WERKBANK + BALI   ; ATENOLOL 100MG TABL. ;60207;;1009435;;;;;14620391,1634.00,APOTHEEK , WERKBANK + BALI   , ATENOLOL 100MG TABL. ,60207,,1009435,,,
14254530;386;APOTHEEK ; A T/M C   ; ATENOLOL 25MG TABL. ;53929;;1032054;;;;;14254530,386,APOTHEEK , A T/M C   , ATENOLOL 25MG TABL. ,53929,,1032054,,,
14620383;417;APOTHEEK;  WERKBANK + BALI   ; ATENOLOL 50MG TABL. ;61514;;1009419;;;;;14620383,417,APOTHEEK,  WERKBANK + BALI   , ATENOLOL 50MG TABL. ,61514,,1009419,,,
90000553;0;"			";; AUTOCLAAFTAPE GEEN INDIC. ;Niet gevonden;;1113763;;;;;"90000553,0,""			"",, AUTOCLAAFTAPE GEEN INDIC. ,Niet gevonden,,1113763,,,"
14234815;70;APOTHEEK ; OORDR UPPELS  ; AZIJNZURE OORDR. 0.7%(ZURE OORDR) ;Niet gevonden;;1143654;;;;;14234815,70,APOTHEEK , OORDR UPPELS  , AZIJNZURE OORDR. 0.7%(ZURE OORDR) ,Niet gevonden,,1143654,,,
14015870;111;APOTHEEK ; A T/M C   ; BACLOFEN 10MG TABL. ;1169;;1016636;;;;;14015870,111,APOTHEEK , A T/M C   , BACLOFEN 10MG TABL. ,1169,,1016636,,,
90003246;150;Magazijn  ;MEDISCH VERBRUIKSARTIKEL EN (MVA)  REK 1; BACTERIEFILTER ATMOS ;79457;;772992;;;;;90003246,150,Magazijn  ,MEDISCH VERBRUIKSARTIKEL EN (MVA)  REK 1, BACTERIEFILTER ATMOS ,79457,,772992,,,
14749807;4;APOTHEEK;INHALATIE; BECLOMETASON A AER CFKVR  50MCG/DO SPBS 200DO+INH ;209916;;1522809;;;;;14749807,4,APOTHEEK,INHALATIE, BECLOMETASON A AER CFKVR  50MCG/DO SPBS 200DO+INH ,209916,,1522809,,,
14771926;6;APOTHEEK;INHALATIE; BECLOMETASON NEVEL GF NEUSSPRAY 50MCG/DO FL 200DO ;50539;;1537849;;;;;14771926,6,APOTHEEK,INHALATIE, BECLOMETASON NEVEL GF NEUSSPRAY 50MCG/DO FL 200DO ,50539,,1537849,,,
90000486;500;APOTHEEK;"  CREMES-ZALVEN PATENT			"; BENGAY CREME ;Bali;;1149008;;;;;"90000486,500,APOTHEEK,""  CREMES-ZALVEN PATENT			"", BENGAY CREME ,Bali,,1149008,,,"
15190773;860;APOTHEEK;"  CREMES-ZALVE	N PATENT		"; BENZOEZUUR/SALICYLZUUR 5/5% ZALF ;61334;;1821148;;;;;"15190773,860,APOTHEEK,""  CREMES-ZALVE	N PATENT		"", BENZOEZUUR/SALICYLZUUR 5/5% ZALF ,61334,,1821148,,,"
13774719;500;APOTHEEK;"  UI	TWENDIGE	GE	NEESMIDDELEN"; BENZOEZUUR/SALICYLZUUR 6/3% LOTION ;Niet gevonden;;261149;;;;;"13774719,500,APOTHEEK,""  UI	TWENDIGE	GE	NEESMIDDELEN"", BENZOEZUUR/SALICYLZUUR 6/3% LOTION ,Niet gevonden,,261149,,,"
14143151;10;APOTHEEK;"  CREMES-ZALVEN PATENT			"; BENZOYLPEROXIDE 50MG/G GEL ;61669;;1098284;;;;;"14143151,10,APOTHEEK,""  CREMES-ZALVEN PATENT			"", BENZOYLPEROXIDE 50MG/G GEL ,61669,,1098284,,,"
90000515;6;APOTHEEK;"  AMPULLENKAST			"; BENZYLPENICILLINE 1.2MIE INJ.PDR. ;287517;;60275;;;;;"90000515,6,APOTHEEK,""  AMPULLENKAST			"", BENZYLPENICILLINE 1.2MIE INJ.PDR. ,287517,,60275,,,"
90000516;6;APOTHEEK;"  AMPULLENKAST			"; BENZYLPENICILLINE 1MIE INJ.PDR. ;60651;;455814;;;;;"90000516,6,APOTHEEK,""  AMPULLENKAST			"", BENZYLPENICILLINE 1MIE INJ.PDR. ,60651,,455814,,,"
90000009;1;APOTHEEK;"  AMPULLENKAST			"; BENZYLPENICILLINE 2.4MIE INJ. PDR. ;298021;;60275;;;;;"90000009,1,APOTHEEK,""  AMPULLENKAST			"", BENZYLPENICILLINE 2.4MIE INJ. PDR. ,298021,,60275,,,"
14041146;65;APOTHEEK;"  A T/M C			"; BETAHISTINE 2HCL 16MG TABL. ;158168;;1030841;;;;;"14041146,65,APOTHEEK,""  A T/M C			"", BETAHISTINE 2HCL 16MG TABL. ,158168,,1030841,,,"
14041138;-41;APOTHEEK;"  A T/M C			"; BETAHISTINE 2HCL 8MG TABL. ;157246;;1030833;;;;;"14041138,-41,APOTHEEK,""  A T/M C			"", BETAHISTINE 2HCL 8MG TABL. ,157246,,1030833,,,"
90001119;150;APOTHEEK;"  CREMES-ZALVEN PATE	NT		"; BETAMETHASONE 1MG/G CREME ;50959;;1175394;;;;;"90001119,150,APOTHEEK,""  CREMES-ZALVEN PATE	NT		"", BETAMETHASONE 1MG/G CREME ,50959,,1175394,,,"
14305690;19|94;APOTHEEK;"  PRODUCTIE ITEMS  RE	K 3		"; BETAMETHASONI 17-VALERAS ;1448;;1183915;;;;;"14305690,19|94,APOTHEEK,""  PRODUCTIE ITEMS  RE	K 3		"", BETAMETHASONI 17-VALERAS ,1448,,1183915,,,"
15369323;36;APOTHEEK;"  A T/M C			"; BICALUTAMIDE  50MG TAB. OMH. ;65059;;1943405;;;;;"15369323,36,APOTHEEK,""  A T/M C			"", BICALUTAMIDE  50MG TAB. OMH. ,65059,,1943405,,,"
90003728;6;Magazijn;"	 MEDISC	H V	ERBRUIKSARTIKELEN (MVA)  REK 1"; BIOPSY NLD 18GX20CM BARD DISPOSABLE CORD ;Niet gevonden;;290726;;;;;"90003728,6,Magazijn,""	 MEDISC	H V	ERBRUIKSARTIKELEN (MVA)  REK 1"", BIOPSY NLD 18GX20CM BARD DISPOSABLE CORD ,Niet gevonden,,290726,,,"
13935410;113;APOTHEEK;"  ZETPILLEN			"; BISACODYL 10MG ZETPIL ;74468;;866318;;;;;"13935410,113,APOTHEEK,""  ZETPILLEN			"", BISACODYL 10MG ZETPIL ,74468,,866318,,,"
14642549;383;APOTHEEK;"  A T/M C			"; BISOPROLOL 5MG TABL. ;62606;;1458736;;;;;"14642549,383,APOTHEEK,""  A T/M C			"", BISOPROLOL 5MG TABL. ,62606,,1458736,,,"
14644231;0;APOTHEEK;"  BALI  REK 1			"; BISOPROLOLFUMARAAT 10MG TABL. ;62608;;1460048;;;;;"14644231,0,APOTHEEK,""  BALI  REK 1			"", BISOPROLOLFUMARAAT 10MG TABL. ,62608,,1460048,,,"
90003360;84;Magazijn;"  MEDISC	H VERBRU	IKS	ARTIKELEN (MVA)  REK 1"; BLAAS SPOELSYSTEEM ENKEL 34008 ;Niet gevonden;;1702998;;;;;"90003360,84,Magazijn,""  MEDISC	H VERBRU	IKS	ARTIKELEN (MVA)  REK 1"", BLAAS SPOELSYSTEEM ENKEL 34008 ,Niet gevonden,,1702998,,,"
90000244;6;APOTHEEK;"  MEDISCHE VERBRUIKSARTIK	ELEN INC	LUS	IEF BALIE"; BLAASSPUIT 60ML ;Niet gevonden;;569992;;;;;"90000244,6,APOTHEEK,""  MEDISCHE VERBRUIKSARTIK	ELEN INC	LUS	IEF BALIE"", BLAASSPUIT 60ML ,Niet gevonden,,569992,,,"
14177528;9;APOTHEEK;"  KOELKAST			"; BLEOMYCINE 15000IU INJ PDR 10ML ;214775;;1117564;;;;;"14177528,9,APOTHEEK,""  KOELKAST			"", BLEOMYCINE 15000IU INJ PDR 10ML ,214775,,1117564,,,"
90001172;0;"			";; BLOEDDRUK MANCHET ;285633;;1432281;;;;;"90001172,0,""			"",, BLOEDDRUK MANCHET ,285633,,1432281,,,"
90004535;3;APOTHEEK;"  BALI  REK 3			"; BLOEDDRUKMETER ROSSMAX ADVANCED ;Bali;;1182161;;;;;"90004535,3,APOTHEEK,""  BALI  REK 3			"", BLOEDDRUKMETER ROSSMAX ADVANCED ,Bali,,1182161,,,"
90004534;-1;APOTHEEK;"  BALI  REK 3			"; BLOEDDRUKMETER ROSSMAX BASIC ;Bali;;1182161;;;;;"90004534,-1,APOTHEEK,""  BALI  REK 3			"", BLOEDDRUKMETER ROSSMAX BASIC ,Bali,,1182161,,,"
90004610;3;APOTHEEK;"  BALI  REK 3			"; BLOEDDRUKMETER ROSSMAX DELUXE BPM ;Bali;;1182161;;;;;"90004610,3,APOTHEEK,""  BALI  REK 3			"", BLOEDDRUKMETER ROSSMAX DELUXE BPM ,Bali,,1182161,,,"
90004532;-7;APOTHEEK;"  BALI  REK 3			"; BLOEDGLUCOSEMETER GLUCOLEADER ;Bali;;1182161;;;;;"90004532,-7,APOTHEEK,""  BALI  REK 3			"", BLOEDGLUCOSEMETER GLUCOLEADER ,Bali,,1182161,,,"
90004461;-20;Magazijn;" MEDISC	H VERBRU	IKS	ARTIKELEN (MVA)  REK 1"; BLOEDLANCETTEN 30G (ADVACATE) ;Niet gevonden;;1499092;;;;;"90004461,-20,Magazijn,"" MEDISC	H VERBRU	IKS	ARTIKELEN (MVA)  REK 1"", BLOEDLANCETTEN 30G (ADVACATE) ,Niet gevonden,,1499092,,,"
90000659;0;APOTHEEK;"  MEDISCHE VERBRUIK	SARTIKEL	EN	INCLUSIEF BALIE"; BLOEDLANCETTEN ROMED ;Niet gevonden;;1499092;;;;;"90000659,0,APOTHEEK,""  MEDISCHE VERBRUIK	SARTIKEL	EN	INCLUSIEF BALIE"", BLOEDLANCETTEN ROMED ,Niet gevonden,,1499092,,,"
90003535;70;APOTHEEK;"  VACCINATIE KINDERPOL	I		"; BMR VACCIN 1 DOSE ;Niet gevonden;;569801;;;;;"90003535,70,APOTHEEK,""  VACCINATIE KINDERPOL	I		"", BMR VACCIN 1 DOSE ,Niet gevonden,,569801,,,"
90004669;3;APOTHEEK;"  BALI  REK 2			"; BNT ANTIBIOTIC POWDER 15GR ;Bali;;1492144;;;;;"90004669,3,APOTHEEK,""  BALI  REK 2			"", BNT ANTIBIOTIC POWDER 15GR ,Bali,,1492144,,,"
90004678;1;APOTHEEK;"  BALI  REK 2			"; BODY SCRUB SOAP JOMI 100GR ;Bali;;1647644;;;;;"90004678,1,APOTHEEK,""  BALI  REK 2			"", BODY SCRUB SOAP JOMI 100GR ,Bali,,1647644,,,"
13879138;1000.00;APOTHEEK;"  INWENDIGE D	RANKEN		"; BROOMHEXINE HCL 1.6MG/ML DRANK ;61740;;837032;;;;;"13879138,1000.00,APOTHEEK,""  INWENDIGE D	RANKEN		"", BROOMHEXINE HCL 1.6MG/ML DRANK ,61740,,837032,,,"
14015021;149;APOTHEEK;"  A T/M C			"; BROOMHEXINE HCL 8MG TAB. ;28372;;1016091;;;;;"14015021,149,APOTHEEK,""  A T/M C			"", BROOMHEXINE HCL 8MG TAB. ,28372,,1016091,,,"
90003697;200;Magazijn;" 	MEDISCH	VE	RBRUIKSARTIKELEN (MVA)  REK 1"; BUIKGAAS NOBA 50X60CM ONSTERIEL X-RAY 4 LGN ;219547;;1674811;;;;;"90003697,200,Magazijn,"" 	MEDISCH	VE	RBRUIKSARTIKELEN (MVA)  REK 1"", BUIKGAAS NOBA 50X60CM ONSTERIEL X-RAY 4 LGN ,219547,,1674811,,,"
14844923;10;APOTHEEK;"  AMPULLENKAST			"; BUPIVACAINE 5MG/ML INJ 20ML ;134994;;1594028;;;;;"14844923,10,APOTHEEK,""  AMPULLENKAST			"", BUPIVACAINE 5MG/ML INJ 20ML ,134994,,1594028,,,"
90003833;370;APOTHEEK;"  WERKBANK + BAL	I		"; BUTYLSCOPOLAMINE  10MG TABL. ;252413;;1016636;;;;;"90003833,370,APOTHEEK,""  WERKBANK + BAL	I		"", BUTYLSCOPOLAMINE  10MG TABL. ,252413,,1016636,,,"
90003933;50;APOTHEEK;"  BALI			"; BYEBITES JUNIOR ;Bali;;1909827;;;;;"90003933,50,APOTHEEK,""  BALI			"", BYEBITES JUNIOR ,Bali,,1909827,,,"
90001948;67;APOTHEEK;"  AMPULLEN	KAST		"; CALCIUM GLUCONAAT 100MG/ML INJ. 10ML ;198230;;253065;;;;;"90001948,67,APOTHEEK,""  AMPULLEN	KAST		"", CALCIUM GLUCONAAT 100MG/ML INJ. 10ML ,198230,,253065,,,"
15413403;4;APOTHEEK;"  KOELKA	ST		"; CALCIUMFOLINAAT 10MG/ML INJ. 5ML ;Niet gevonden;;1977555;;;;;"15413403,4,APOTHEEK,""  KOELKA	ST		"", CALCIUMFOLINAAT 10MG/ML INJ. 5ML ,Niet gevonden,,1977555,,,"
14757443;2;APOTHEEK;"  A T/M C			"; CALCIUMFOLINAAT 15MG TABLET ;Niet gevonden;;1527037;;;;;"14757443,2,APOTHEEK,""  A T/M C			"", CALCIUMFOLINAAT 15MG TABLET ,Niet gevonden,,1527037,,,"
14002353;614;APOTHEEK;"  WERKBANK + BALI			"; CAPTOPRIL 25MG TABL. ;61547;;1009508;;;;;"14002353,614,APOTHEEK,""  WERKBANK + BALI			"", CAPTOPRIL 25MG TABL. ,61547,,1009508,,,"
14002361;-21;APOTHEEK;"  WERKBANK + BALI			"; CAPTOPRIL 50MG TABL. ;61549;;1009516;;;;;"14002361,-21,APOTHEEK,""  WERKBANK + BALI			"", CAPTOPRIL 50MG TABL. ,61549,,1009516,,,"
14560437;160;APOTHEEK;"  A T/M C			"; CARBAMAZEPINE 100MG TABL. ;23010;;638927;;;;;"14560437,160,APOTHEEK,""  A T/M C			"", CARBAMAZEPINE 100MG TABL. ,23010,,638927,,,"
14015900;748;APOTHEEK;"  A T/M C			"; CARBAMAZEPINE 200MG TAB. ;24186;;1016652;;;;;"14015900,748,APOTHEEK,""  A T/M C			"", CARBAMAZEPINE 200MG TAB. ,24186,,1016652,,,"
14552965;-30;APOTHEEK;"  A T/M C			"; CARBASALAATCAL 38MG BR.TABL ;82542;;1409891;;;;;"14552965,-30,APOTHEEK,""  A T/M C			"", CARBASALAATCAL 38MG BR.TABL ,82542,,1409891,,,"
13657534;90;APOTHEEK;"  A T/M C			"; CARBASALAATCAL 600MG SACHET ;179590;;709484;;;;;"13657534,90,APOTHEEK,""  A T/M C			"", CARBASALAATCAL 600MG SACHET ,179590,,709484,,,"
14204304;744;APOTHEEK;"  CREM	ES-ZALVE	N P	ATENT"; CARBASALAATCALCIUM BRISPER 38MG ;Niet gevonden;;1131370;;;;;"14204304,744,APOTHEEK,""  CREM	ES-ZALVE	N P	ATENT"", CARBASALAATCALCIUM BRISPER 38MG ,Niet gevonden,,1131370,,,"
14885069;-277;APOTHEEK;"  A T/M C			"; CARBIMAZOL 5MG TABL. ;59802;;1148222;;;;;"14885069,-277,APOTHEEK,""  A T/M C			"", CARBIMAZOL 5MG TABL. ,59802,,1148222,,,"
15079643;1;APOTHEEK;"  AMP	ULL	ENKAST"; CARBOPLATINE EUROCEPT INFVLST CONC 10MG/ML FL 15ML ;114575;;1753142;;;;;"15079643,1,APOTHEEK,""  AMP	ULL	ENKAST"", CARBOPLATINE EUROCEPT INFVLST CONC 10MG/ML FL 15ML ,114575,,1753142,,,"
15278603;-3;APOTHEEK;"  CHE	MO		"; CARBOPLATINE INFVLST CONC 10MG/ML FL 15ML ;Dubbel;;1822543;;;;;"15278603,-3,APOTHEEK,""  CHE	MO		"", CARBOPLATINE INFVLST CONC 10MG/ML FL 15ML ,Dubbel,,1822543,,,"
90000401;0;APOTHEEK;"  PRODUCTIE ITEMS	 REK 2		"; CARBOXYMETHYLCELLULOSEGELEI 5% ;2254;;1477587;;;;;"90000401,0,APOTHEEK,""  PRODUCTIE ITEMS	 REK 2		"", CARBOXYMETHYLCELLULOSEGELEI 5% ,2254,,1477587,,,"
90004680;5;APOTHEEK;"  BALI  REK 2			"; CASSAVE SOAP JOMI 100GR ;Bali;;1647644;;;;;"90004680,5,APOTHEEK,""  BALI  REK 2			"", CASSAVE SOAP JOMI 100GR ,Bali,,1647644,,,"
14327961;-1;APOTHEEK;"  MED	ISC	HE VERBRUIKSARTIKELEN INCLUSIEF BALIE"; CATHETERSTOP PHARMAPLAST                  84073022 ;157220;;1196618;;;;;"14327961,-1,APOTHEEK,""  MED	ISC	HE VERBRUIKSARTIKELEN INCLUSIEF BALIE"", CATHETERSTOP PHARMAPLAST                  84073022 ,157220,,1196618,,,"
90002560;-420;"	";; CENTRUM KIDS MULTI KAUWTABL ;8750;;1113720;;;;;"90002560,-420,""	"",, CENTRUM KIDS MULTI KAUWTABL ,8750,,1113720,,,"
90001325;132;Magazijn;"  MEDISCH VERBRUIKSARTIKELEN (MV	A)  REK	1	"; CERVIX SPATEL ;65643;;1149334;;;;;"90001325,132,Magazijn,""  MEDISCH VERBRUIKSARTIKELEN (MV	A)  REK	1	"", CERVIX SPATEL ,65643,,1149334,,,"
90003924;707;APOTHEEK;"  WERKBANK + BALI			"; CETIRIZINE 10MG TABL. ;62738;;1507028;;;;;"90003924,707,APOTHEEK,""  WERKBANK + BALI			"", CETIRIZINE 10MG TABL. ,62738,,1507028,,,"
14718677;-49;APOTHEEK;"  A T/M C			"; CETIRIZINE DIHCL A TABLET 10MG * ;127971;;1507028;;;;;"14718677,-49,APOTHEEK,""  A T/M C			"", CETIRIZINE DIHCL A TABLET 10MG * ,127971,,1507028,,,"
14841339;0;APOTHEEK;"  PRODUCTIE + APOTHEEK			"; CETOMACROGOL CREME GO ;31124;;1592173;;;;;"14841339,0,APOTHEEK,""  PRODUCTIE + APOTHEEK			"", CETOMACROGOL CREME GO ,31124,,1592173,,,"
90000010;750;APOTHEEK;"  INWEND	IGE DRAN	KEN	"; CHLOORFENERAMINE 0.4MG/ML STR. ;Niet gevonden;;229105;;;;;"90000010,750,APOTHEEK,""  INWEND	IGE DRAN	KEN	"", CHLOORFENERAMINE 0.4MG/ML STR. ,Niet gevonden,,229105,,,"
90004477;50;APOTHEEK;" INWENDI	GE DRANK	EN	"; CHLOORFENERAMINE2 0.4MG/ML STR. ;Niet gevonden;;229105;;;;;"90004477,50,APOTHEEK,"" INWENDI	GE DRANK	EN	"", CHLOORFENERAMINE2 0.4MG/ML STR. ,Niet gevonden,,229105,,,"
13765329;1127.00;APOTHEEK;"  WERK	BANK + B	ALI	"; CHLOORFENIRAMINE 4MG TABL ;272678 / 272804;;229113;;;;;"13765329,1127.00,APOTHEEK,""  WERK	BANK + B	ALI	"", CHLOORFENIRAMINE 4MG TABL ,272678 / 272804,,229113,,,"
90000513;117;APOTHEEK;"  A T/M	C"; CHLOORPROMAZINE 100MG TAB. ;Alleen caps: 61303;;220450;;;;;"90000513,117,APOTHEEK,""  A T/M	C"", CHLOORPROMAZINE 100MG TAB. ,Alleen caps: 61303,,220450,,,"
90004507;62;APOTHEEK;"  A T/M C	"; CHLOROQUINE 250MG TABL. ;Niet gevonden;;225649;;;;;"90004507,62,APOTHEEK,""  A T/M C	"", CHLOROQUINE 250MG TABL. ,Niet gevonden,,225649,,,"
14740702;621;APOTHEEK;"  WERKBANK + BALI	"; CIMETIDINE 400MG TABL. ;26828;;1027301;;;;;"14740702,621,APOTHEEK,""  WERKBANK + BALI	"", CIMETIDINE 400MG TABL. ,26828,,1027301,,,"
90004368;-48;APOTHEEK;"  AD HOC	"; CIMETIDINE 50MG/ML DRANK ;Niet gevonden;;1485784;;;;;"90004368,-48,APOTHEEK,""  AD HOC	"", CIMETIDINE 50MG/ML DRANK ,Niet gevonden,,1485784,,,"
14015048;380;APOTHEEK;"  A T/M C	"; CINNARIZINE 25MG TAB. ;24282;;1016105;;;;;"14015048,380,APOTHEEK,""  A T/M C	"", CINNARIZINE 25MG TAB. ,24282,,1016105,,,"
14656701;-28;APOTHEEK;"  INWENDIGE DRANKEN	"; CIPROFLOXACIN TABLET 250MG ;62729;;614092;;;;;"14656701,-28,APOTHEEK,""  INWENDIGE DRANKEN	"", CIPROFLOXACIN TABLET 250MG ,62729,,614092,,,"
90002852;6;APOTHEEK;"  INFUUSVLOEISTOFFEN	"; CIPROXIN 2MG/ML INFVL 200ML ;188933;;614084;;;;;"90002852,6,APOTHEEK,""  INFUUSVLOEISTOFFEN	"", CIPROXIN 2MG/ML INFVL 200ML ,188933,,614084,,,"
90000153;11;APOTHEEK;"  CHEMO	"; CISPLATINE 1MG/ML INJ 50ML ;218325;;802336;;;;;"90000153,11,APOTHEEK,""  CHEMO	"", CISPLATINE 1MG/ML INJ 50ML ,218325,,802336,,,"
90004509;16;APOTHEEK;"  CHEMO	"; CISPLATINE 1MG/ML INJ. 100ML ;218326;;802336;;;;;"90004509,16,APOTHEEK,""  CHEMO	"", CISPLATINE 1MG/ML INJ. 100ML ,218326,,802336,,,"
90000152;11;APOTHEEK;"  CHEMO	"; CISPLATINE 1MG/ML INJ. 10ML ;218324;;802336;;;;;"90000152,11,APOTHEEK,""  CHEMO	"", CISPLATINE 1MG/ML INJ. 10ML ,218324,,802336,,,"
12853836;149|5;APOTHEEK;"  PRODUCTIE ITEMS  REK 2	"; CITRI AETHEROLEUM ;3137;;249106;;;;;"12853836,149|5,APOTHEEK,""  PRODUCTIE ITEMS  REK 2	"", CITRI AETHEROLEUM ,3137,,249106,,,"
14982919;242;APOTHEEK;"  A T/M C	"; CLARITHROMYCINE 250MG TABL. ;158452;;1692232;;;;;"14982919,242,APOTHEEK,""  A T/M C	"", CLARITHROMYCINE 250MG TABL. ,158452,,1692232,,,"
14946882;-48;APOTHEEK;"  A T/M C	"; CLARITHROMYCINE 500MG TABL. ;158453;;832650;;;;;"14946882,-48,APOTHEEK,""  A T/M C	"", CLARITHROMYCINE 500MG TABL. ,158453,,832650,,,"
